Descrição;Cód. Contabil;Fonte;Órgão;Rubrica;Aplicação;Valor Orçado Atualizado;Valor Orçado;Valor Creditado;Valor Debitado;Valor Arrecadado
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.5.2.4.4.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"27 - SECRETARIA DE SERVICOS PUBLICOS";"910";"8010045 - SGRI - S/PAPEL DEM. 69148 INFRAESTRUTURA URBANA EM. 2024.010.58600 ANDRÉ DO PRADO - STN 749";"300.000,00";"300.000,00";"300.000,00";"0,00";"0,00"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"307";"1000161 - FEHIDRO - CT 174/2024 - CONSTRUÇÃO DE PARQUE ALAGÁVEL NO BAIRRO CAMPOS ELÍSEOS -  STN 701";"0,00";"0,00";"18.675,37";"0,00";"18.675,37"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"156";"8010005 - SCEC - S/PAPEL DEM.55934 AQUIS.DE EQUIPAMENTOS DE CULTURA EM. 2023.088.49993 SERGIO VICTOR - STN 749";"0,00";"0,00";"15.107,19";"0,00";"15.107,19"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"123";"1000126 - FEHIDRO - CT 249/2021 ELABORAÇÃO DO PLANO DIRETOR DE MACRODRENAGEM DE TAUBATÉ PS COB 138 - STN 701";"0,00";"0,00";"819,42";"819,42";"0,00"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.5.2.4.4.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"250";"8010076 - SES MAC - RES SS 96/2025 - CUSTEIO HMUT - EM. 2025.057.66189 - DEP. LETICIA AGUIAR - STN 749";"0,00";"0,00";"100.000,00";"0,00";"100.000,00"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"30 - SECRETARIA  DE CULTURA E ECONOMIA CRIATIVA";"297";"8010065 - SCEC - S/PAPEL DEM.88643 EVENTO CULTURAL EM 2025.325.67079 - ORTIZ JUNIOR - STN 749";"0,00";"0,00";"2.023,03";"0,00";"2.023,03"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"119";"3080101 - SES - CONV.213/15 CONST.AMB.MED.ESPECIALIDADES - AME - STN 632";"0,00";"0,00";"693,61";"0,00";"693,61"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.5.2.4.4.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"256";"8010070 - SES MAC - RES SS 99/2025 - CUSTEIO HMUT - EM. 2025.277.70386 - DEP. LEO SIQUEIRA - STN 749";"0,00";"0,00";"500.000,00";"0,00";"500.000,00"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"155";"8010045 - SGRI - S/PAPEL DEM. 69148 INFRAESTRUTURA URBANA EM. 2024.010.58600 ANDRÉ DO PRADO - STN 749";"0,00";"0,00";"17.379,37";"0,00";"17.379,37"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"66";"3080183 - SES - RENDIMENTOS CONV.1301/19  PSM - DEMANDAS SANI 1176/19,1175/19 (Conta 86.978-3)";"0,00";"0,00";"1.029,91";"1.029,91";"0,00"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"141";"8010042 - SCEC -  S/PAPEL DEM. 67708 -  AQUIS. DE EQUIPAMENTOS EM.2024.277.55922 LEONARDO SIQUEIRA - STN 749";"0,00";"0,00";"10.280,19";"0,00";"10.280,19"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.5.2.4.4.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"259";"8010058 - SEDS - S/PAPEL DEM. 84029 GND3 - CUSTEIO EM. 2025.279.64252 LUIZ CLAUDIO MARCOLINO STN 749";"0,00";"0,00";"99.927,59";"0,00";"99.927,59"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.5.2.4.4.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"30 - SECRETARIA  DE CULTURA E ECONOMIA CRIATIVA";"296";"8010065 - SCEC - S/PAPEL DEM.88643 EVENTO CULTURAL EM 2025.325.67079 - ORTIZ JUNIOR - STN 749";"0,00";"0,00";"161.599,89";"0,00";"161.599,89"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.5.2.4.4.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"350";"2120024 - SEE - S/PAPEL DEM. 23023 REFORMA CIMEEEEF MADRE CECÍLIA - STN 571";"1.735.700,00";"1.735.700,00";"1.735.700,00";"0,00";"0,00"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"271";"8010061 - SSP – S/PAPEL DEM. 085895 EM. 2025.057.67979 DEP. LETICIA AGUIAR STN 749";"0,00";"0,00";"2.794,74";"0,00";"2.794,74"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.5.2.1.4.06.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1878";"3040059 - SES AF-TERMO ADESAO SUS-PROGRAMA GLICEMIA STN 621";"157.460,00";"157.460,00";"236.987,75";"0,00";"159.852,25"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"185";"8010010 - SDR - S/PAPEL DEM.15610 INFRAESTRURA URBANA EM.202105232294 JORGE CARUSO - STN 749";"0,00";"0,00";"4,35";"0,00";"4,75"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.5.2.1.4.05.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"135";"1000013 - ANP - COTA-PARTE ESTADUAL RPM ROYALTIES EXPLORAÇÃO PETRÓLEO E GÁS NATURAL  - STN 705";"950.000,00";"950.000,00";"1.400.856,67";"0,00";"450.856,67"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"127";"8010033 - SEDUC-SP - S/PAPEL DEM.59837 GND4-EM. INFRAESTRUTURA FÍSICA 202308849983 SÉRGIO VICTOR STN 749";"0,00";"0,00";"22.620,05";"0,00";"22.620,05"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"171";"5000013 - FEAS - PROTECAO SOCIAL BASICA STN 661";"0,00";"0,00";"4.855,45";"0,00";"4.855,45"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.5.2.4.4.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1885";"8010036 - SEDUC- S/PAPEL DEM.64957 INFRAESTRUTURA FÍSICA EM. 2023.277.51299 LEONARDO SIQUEIRA STN 749";"700.000,00";"700.000,00";"700.000,00";"0,00";"0,00"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.5.2.4.4.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"308";"8010085 - SES MAC - RES SS 179/2025 CUSTEIO ORTESE/PROT./LOCOMOÇÃO EM 2025.277.71367 - ANDREA WERNER STN 749";"0,00";"0,00";"500.000,00";"0,00";"500.000,00"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.5.2.4.4.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"249";"8010078 - SES MAC - RES SS 96/2025 - CUSTEIO HMUT - EM.  2025.072.66013 - DEP. PAULO FIORILO - STN 749";"0,00";"0,00";"200.000,00";"0,00";"200.000,00"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"137";"8010031 - SEDUC-SP - S/PAPEL DEM.59839 GND4-EM. INFRAESTRUTURA FÍSICA 202308849986 SÉRGIO VICTOR STN 749";"0,00";"0,00";"5.680,75";"0,00";"5.680,75"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"117";"1000067 - SJ FID -  CP 01/2017 RESTAURO DA VILA SANTO ALEIXO (2ª FASE) - STN 701";"0,00";"0,00";"651,70";"0,00";"651,70"
"2 - Transferencias E Convenios Estaduais - Vinculados";"4.4.5.2.1.00.00";"2 - TRANSFERENCIAS E CONVENIOS ESTADUAIS - VINCULADOS";"-";"65";"3000141 - SES - RENDIMENTOS TERMO DE ADESÃO SUS (Conta  67.793-0) - STN 621";"0,00";"0,00";"335.160,97";"0,00";"335.160,97"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.4.5.2.1.00.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"13";"5000031 - FUNDO MUNICIPAL DOS DIREITOS DO IDOSO - FMDI";"0,00";"0,00";"38.085,35";"0,00";"38.085,35"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.4.5.2.1.00.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"39";"5000005 - FUNDO MUNICIPAL DIREITO DA CRIANCA E ADOLESCENTE STN 662";"1.000,00";"1.000,00";"130.032,99";"0,00";"129.032,99"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.4.5.2.1.00.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1875";"1000176 - APD (Assoc. Pro-Dança) -  Contrato 240275- Parceria Jornada Paulista de Dança 2024  - STN 501";"0,00";"0,00";"520,03";"0,00";"520,03"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.4.5.2.1.00.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1638";"3000107 - FUND MUN DE PROTEC E BEM-ESTAR ANIMAL-FUBEM";"0,00";"0,00";"1.770,37";"1.638,00";"132,37"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.9.9.6.1.02.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1922";"5000005 - FUNDO MUNICIPAL DIREITO DA CRIANCA E ADOLESCENTE STN 662";"0,00";"0,00";"13.723,74";"0,00";"13.723,74"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.4.5.2.1.00.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"842";"5000006 - FUNDO MUNICIPAL DE SOLIDARIEDADE DE TAUBATE";"1.000,00";"1.000,00";"1.026,68";"0,00";"26,68"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.5.3.1.1.01.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"33 - SECRETARIA DE MOBILIDADE URBANA";"1845";"1000159 - FMT - Fundo Municipal de Transportes (LEI Nº 5.830/2023)";"18.000.000,00";"18.000.000,00";"18.000.000,00";"0,00";"0,00"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.4.5.2.1.00.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"31 - SECRETARIA DE MEIO AMBIENTE E BEM ESTAR ANIMAL";"11";"1000033 - FUNDO MUNICIPAL DE MEIO AMBIENTE - FUNDEMAT";"0,00";"0,00";"127.468,07";"2.667,44";"124.800,63"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.5.3.2.1.99.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1850";"1000033 - FUNDO MUNICIPAL DE MEIO AMBIENTE - FUNDEMAT";"560.000,00";"560.000,00";"844.056,00";"0,00";"284.056,00"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.5.3.2.1.99.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1849";"5000006 - FUNDO MUNICIPAL DE SOLIDARIEDADE DE TAUBATE";"9.000,00";"9.000,00";"9.000,00";"0,00";"0,00"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.5.3.2.1.99.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1846";"5000031 - FUNDO MUNICIPAL DOS DIREITOS DO IDOSO - FMDI";"100.000,00";"100.000,00";"348.732,61";"0,00";"248.732,61"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.5.3.2.1.99.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1848";"5000005 - FUNDO MUNICIPAL DIREITO DA CRIANCA E ADOLESCENTE STN 662";"99.000,00";"99.000,00";"391.772,94";"0,00";"296.056,94"
"3 - Recursos Proprios De Fundos Especiais De Despesa - Vinculados";"4.4.5.2.1.00.00";"3 - RECURSOS PROPRIOS DE FUNDOS ESPECIAIS DE DESPESA - VINCULADOS";"-";"272";"5000008 - FUNDO MUNICIPAL DOS DIREITOS DA PESSOA COM DEFICIÊNCIA";"0,00";"0,00";"245,99";"0,00";"245,99"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"14";"3700001 - FNS GS - ASSIST. FINANCEIRA COMPLEMENTAR PISO SALARIAL ENFERMAGEM PT 597/23 STN 600";"0,00";"0,00";"52.618,87";"0,00";"52.618,87"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"309";"8020001 - MF - TRANSF.ESP. EC 105/19 GND 3 EM. 2025.1997.0007 - VICENTINHO - STN 706";"0,00";"0,00";"198.000,00";"0,00";"198.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"73";"2960016 - FNDE - PLAN 176092 - AQUIS.KIT BRINQUEDO - STN 569";"79.000,00";"79.000,00";"79.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"294";"5000057 - MDAFCF - TRGOV. PR.59720/23 REFORMA DE UNIDADE DE ACOLHIMENTO  - STN 665";"0,00";"0,00";"238.750,00";"0,00";"238.750,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"28 - SEC. SEGURANCA PUBLICA MUNICIPAL";"1874";"1000153 - MJSP - TRGOV. PR.21986/23 EDITAL 06/2023 VIATURAS FORTALECIMENTO DA GUARDA - STN 700";"1.156.400,00";"1.156.400,00";"1.156.400,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"30 - SECRETARIA  DE CULTURA E ECONOMIA CRIATIVA";"1798";"8000054 - MTUR - P+B PR.3005/21 MODERNIZAÇÃO SITIO PICA PAU AMARELO GND 4 EM.26150009 ROBERTO ALVES STN 706";"290.000,00";"290.000,00";"290.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"101";"3010041 - FNS AB-CENTRO ESPECIALIDADES ODONTOLOGICAS - CEO STN 600";"809.500,00";"809.500,00";"876.957,69";"0,00";"674.576,90"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.09.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"238";"2850000 - FNDE - PNAE ENSINO FUNDAMENTAL - PROGRAMA NAIONAL ALIMENTAÇÃO ESCOLAR - STN 552";"4.250.000,00";"4.250.000,00";"4.890.552,10";"0,00";"2.746.683,10"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"97";"3010008 - FNS AB-AGENTE COMUNITARIO DE SAUDE STN 600";"5.837.200,00";"5.837.200,00";"6.234.916,00";"0,00";"3.977.160,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"313";"8000114 - FNS MAC - INC. CUSTEIO - PT 7736/25 EM. 40350001 DEP. LUIZ CARLOS MOTTA STN 706";"0,00";"0,00";"150.000,00";"0,00";"150.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.08.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"25 - SEC. DE DESENVOLVIMENTO E INCLUSAO SOCIAL";"1151";"5000043 - BLOCO DA PROTECAO SOCIAL ESPECIAL - BL MAC STN 660";"453.000,00";"453.000,00";"663.368,21";"0,27";"306.001,94"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1423";"3020040 - FNS MAC - SERVICO ATENCAO DOMICILIAR (SAD) STN 600";"780.000,00";"780.000,00";"845.000,00";"0,00";"650.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1288";"3020018 - FNS MAC-TETO MUNICIPAL LIMITE UPA PORTE I PO00985 STN 600";"3.600.000,00";"3.600.000,00";"3.900.000,00";"0,00";"3.000.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1660";"3010009 - FNS AB-CAPITACAO PONDERADA STN 600";"1.908.900,00";"1.908.900,00";"2.068.210,26";"0,00";"1.593.102,60"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.07.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1324";"3030019 - FNS VS-INC.ACOES VIG.PREV.CONT.DST/AIDS HEP.VIRAIS STN 600";"449.700,00";"449.700,00";"495.532,78";"0,00";"412.495,02"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"286";"8000108 - FNS AP - INC. CUSTEIO - PT 7730/25 EM. 37460002 DEP. RENATA ABREU STN 706";"0,00";"0,00";"1.818,48";"0,00";"1.818,48"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1137";"3020126 - FNS MAC-ATENCAO HOSPITALAR (HU) STN 600";"17.505.800,00";"17.505.800,00";"18.974.241,64";"0,00";"14.599.666,40"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1556";"5000016 - FUNDO MUNIC HABITACAO INTERESSE SOCIAL - FHIS - STN 665";"0,00";"0,00";"60,10";"0,00";"60,10"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"121";"1000091 - MDR - P+B CR 896167/19 PR.53846/19 RECAPEAMENTO E DRENAGEM - STN 700";"0,00";"0,00";"65.084,88";"3.639,30";"61.445,58"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"58";"8000093 - FNS MAC - INV. ESTR. PESSOA COM DEFICIENCIA EM. 43060003 ANTONIO C RODRIGUES - PT 3629/24 STN 706";"0,00";"0,00";"132.657,78";"132.657,78";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"10";"3510000 - BLOCO DE CUSTEIO DAS ASPS - REM. APLIC. FIN.";"2.000.000,00";"2.000.000,00";"2.943.259,69";"171.308,00";"943.259,69"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"838";"1000011 - ANM - ROYALTIES CFEM - COMPENSACAO FINANCEIRA DE RECURSOS MINERAIS - STN 708";"65.000,00";"65.000,00";"155.908,52";"6.847,59";"84.060,93"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1435";"3020124 - FNS MAC-RESIDENCIA TERAPEUTICA-RAPS CUSTEIO STN 600";"468.400,00";"468.400,00";"561.710,06";"0,00";"451.295,92"
"5 - Transferencias E Convenios Federais - Vinculados";"4.4.5.2.1.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"314";"8000114 - FNS MAC - INC. CUSTEIO - PT 7736/25 EM. 40350001 DEP. LUIZ CARLOS MOTTA STN 706";"0,00";"0,00";"193,15";"0,00";"193,15"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"212";"3030015 - FNS VS - INC. FIN. VACINAÇÃO NAS ESCOLAS E MENORES DE 15 ANOS GND 3 PT 6715/25 STN 600";"0,00";"0,00";"119.769,69";"0,00";"119.769,69"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.1.3.07.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"20";"3010187 - MS -  NOVO PAC - PROP. 10480722000124033 -   CONSTRUÇÃO DE UNIDADE DE SAÚDE (UBS TIPO 3)  - STN 621";"2.765.400,00";"2.765.400,00";"2.765.400,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"278";"8000106 - FNS AP - INC. CUSTEIO - PT 7860/25 EM. 25200003 DEP. CARLOS ZARATTINI STN 706";"0,00";"0,00";"300.000,00";"0,00";"300.000,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"-";"191";"8000098 - FNS MAC - CUSTEIO PSM EM. 43060001 ANTONIO C RODRIGUES - PT 6334/24 STN 706";"0,00";"0,00";"391.776,00";"0,00";"391.776,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.2.4.3.00.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"30 - SECRETARIA  DE CULTURA E ECONOMIA CRIATIVA";"1704";"1000175 - MINC - FAF LC 14399/22 POLÍTICA NACIONAL ALDIR BLANC - PNAB STN 716";"2.032.000,00";"2.032.000,00";"2.032.000,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"1627";"3020051 - FNS AE-CIRURGIA ELETIVA";"49.790,00";"49.790,00";"49.790,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"98";"3010033 - FNS AB-AGENTES COMUNITARIOS EM SAUDE INDIRETO/ESF STN 600";"20.150,00";"20.150,00";"20.150,00";"0,00";"0,00"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"24 - SECRETARIA DE SAUDE";"21";"3020052 - FNS MAC - UTI ADULTO II - HMUT";"2.927.180,00";"2.927.180,00";"3.171.110,96";"0,00";"2.439.309,60"
"5 - Transferencias E Convenios Federais - Vinculados";"4.5.4.1.1.99.00";"5 - TRANSFERENCIAS E CONVENIOS FEDERAIS - VINCULADOS";"29 - SECRETARIA DE EDUCACAO";"1289";"3020038 - FNS MAC-TETO MUNICIPAL REDE SAUDE MENTAL STN 600";"2.596.400,00";"2.596.400,00";"2.812.762,00";"0,00";"2.163.620,00"
